position   laser_energy  ion_state_Z  e_density   GVD         GDD        pulse_duration  peak_intensity  peak_E_field  e_temp_kT  ionization  ATI_energy  IB_energy  TS_energy  capillary
(m)        (J)           (arb.units)  (1/m^3)     (s^2/m)     (s^2)      (sec)           (W/m^2)         (V/m)         (J)        energy(J)   (J)         (J)        (J)        loss(J)
6.700E-03  4.281E-03     1.085        1.822E+23  -1.528E-28  -1.525E-30  4.000E-14       9.386E+18       8.409E+10     5.103E-19  1.212E-06   2.537E-07   5.184E-08  3.009E-12  1.873E-05
6.750E-03  4.261E-03     1.079        1.813E+23  -1.521E-28  -1.533E-30  4.000E-14       9.341E+18       8.389E+10     5.078E-19  1.197E-06   2.512E-07   5.123E-08  2.980E-12  1.864E-05
6.800E-03  4.241E-03     1.074        1.804E+23  -1.513E-28  -1.541E-30  4.000E-14       9.297E+18       8.370E+10     5.052E-19  1.183E-06   2.487E-07   5.064E-08  2.952E-12  1.855E-05
6.850E-03  4.221E-03     1.069        1.796E+23  -1.506E-28  -1.549E-30  4.000E-14       9.253E+18       8.350E+10     5.028E-19  1.168E-06   2.463E-07   5.005E-08  2.924E-12  1.847E-05
6.900E-03  4.201E-03     1.064        1.788E+23  -1.499E-28  -1.558E-30  4.000E-14       9.209E+18       8.330E+10     5.003E-19  1.155E-06   2.440E-07   4.948E-08  2.896E-12  1.838E-05
6.950E-03  4.181E-03     1.059        1.779E+23  -1.492E-28  -1.566E-30  4.000E-14       9.166E+18       8.310E+10     4.980E-19  1.141E-06   2.417E-07   4.891E-08  2.870E-12  1.829E-05
7.000E-03  4.162E-03     1.054        1.771E+23  -1.486E-28  -1.574E-30  4.000E-14       9.123E+18       8.291E+10     4.957E-19  1.128E-06   2.395E-07   4.836E-08  2.843E-12  1.821E-05
7.050E-03  4.142E-03     1.050        1.763E+23  -1.479E-28  -1.582E-30  4.000E-14       9.080E+18       8.271E+10     4.934E-19  1.116E-06   2.374E-07   4.781E-08  2.817E-12  1.812E-05
7.100E-03  4.122E-03     1.045        1.756E+23  -1.472E-28  -1.590E-30  4.000E-14       9.037E+18       8.252E+10     4.912E-19  1.103E-06   2.353E-07   4.728E-08  2.791E-12  1.804E-05
7.150E-03  4.103E-03     1.041        1.748E+23  -1.466E-28  -1.598E-30  4.000E-14       8.994E+18       8.232E+10     4.890E-19  1.091E-06   2.332E-07   4.676E-08  2.766E-12  1.795E-05
7.200E-03  4.084E-03     1.036        1.741E+23  -1.460E-28  -1.606E-30  4.000E-14       8.952E+18       8.213E+10     4.869E-19  1.079E-06   2.312E-07   4.624E-08  2.742E-12  1.787E-05
7.250E-03  4.064E-03     1.032        1.733E+23  -1.454E-28  -1.614E-30  4.000E-14       8.910E+18       8.193E+10     4.848E-19  1.068E-06   2.293E-07   4.574E-08  2.717E-12  1.778E-05
7.300E-03  4.045E-03     1.028        1.726E+23  -1.448E-28  -1.622E-30  4.000E-14       8.868E+18       8.174E+10     4.828E-19  1.056E-06   2.274E-07   4.525E-08  2.693E-12  1.770E-05
7.350E-03  4.026E-03     1.023        1.719E+23  -1.442E-28  -1.630E-30  4.000E-14       8.826E+18       8.155E+10     4.808E-19  1.045E-06   2.255E-07   4.476E-08  2.670E-12  1.761E-05
7.400E-03  4.007E-03     1.019        1.712E+23  -1.436E-28  -1.638E-30  4.000E-14       8.785E+18       8.136E+10     4.789E-19  1.035E-06   2.237E-07   4.428E-08  2.647E-12  1.753E-05
7.450E-03  3.988E-03     1.015        1.706E+23  -1.430E-28  -1.646E-30  4.000E-14       8.743E+18       8.117E+10     4.770E-19  1.024E-06   2.220E-07   4.382E-08  2.624E-12  1.745E-05
7.500E-03  3.970E-03     1.011        1.699E+23  -1.425E-28  -1.653E-30  4.000E-14       8.702E+18       8.097E+10     4.752E-19  1.014E-06   2.203E-07   4.336E-08  2.601E-12  1.737E-05
7.550E-03  3.951E-03     1.008        1.693E+23  -1.420E-28  -1.661E-30  4.000E-14       8.661E+18       8.078E+10     4.734E-19  1.004E-06   2.186E-07   4.291E-08  2.579E-12  1.729E-05
7.600E-03  3.933E-03     1.004        1.686E+23  -1.414E-28  -1.669E-30  4.000E-14       8.621E+18       8.059E+10     4.717E-19  9.946E-07   2.170E-07   4.247E-08  2.558E-12  1.720E-05
7.650E-03  3.914E-03     1.000        1.680E+23  -1.409E-28  -1.677E-30  4.000E-14       8.580E+18       8.040E+10     4.699E-19  9.852E-07   2.154E-07   4.204E-08  2.536E-12  1.712E-05
7.700E-03  3.896E-03     0.997        1.674E+23  -1.404E-28  -1.684E-30  4.000E-14       8.540E+18       8.022E+10     4.683E-19  9.761E-07   2.139E-07   4.161E-08  2.515E-12  1.704E-05
7.750E-03  3.877E-03     0.993        1.668E+23  -1.399E-28  -1.692E-30  4.000E-14       8.500E+18       8.003E+10     4.667E-19  9.672E-07   2.124E-07   4.120E-08  2.495E-12  1.696E-05
7.800E-03  3.859E-03     0.990        1.662E+23  -1.394E-28  -1.700E-30  4.000E-14       8.460E+18       7.984E+10     4.651E-19  9.585E-07   2.109E-07   4.079E-08  2.475E-12  1.688E-05
7.850E-03  3.841E-03     0.986        1.657E+23  -1.389E-28  -1.707E-30  4.000E-14       8.420E+18       7.965E+10     4.635E-19  9.501E-07   2.095E-07   4.039E-08  2.455E-12  1.681E-05
7.900E-03  3.823E-03     0.983        1.651E+23  -1.385E-28  -1.715E-30  4.000E-14       8.381E+18       7.946E+10     4.620E-19  9.419E-07   2.081E-07   3.999E-08  2.435E-12  1.673E-05
7.950E-03  3.805E-03     0.980        1.646E+23  -1.380E-28  -1.722E-30  4.000E-14       8.342E+18       7.928E+10     4.605E-19  9.339E-07   2.068E-07   3.961E-08  2.416E-12  1.665E-05
8.000E-03  3.787E-03     0.977        1.641E+23  -1.376E-28  -1.730E-30  4.000E-14       8.303E+18       7.909E+10     4.591E-19  9.261E-07   2.055E-07   3.923E-08  2.397E-12  1.657E-05
