position     E_HHG_pm        E_HHG_l           E_HHG_s        Phi_LH_l        Phi_LH_s     n_source 
2.600000000        0.352100832           0.020019449            0.012031689         -33.179282701           132.256389345          5453239421055511039294721614692745216.000000000    
2.650000000        0.358300073           0.017869167            0.012333947         -33.831740037           131.167693826          5339866785606246395325467982135558144.000000000    
2.700000000        0.364370459           0.013910589            0.009126177         -34.483892362           130.080010223          5247785203362086508575085749289877504.000000000    
2.750000000        0.370686706           0.008318773            0.003161880         -35.135735847           128.993341867          5480076623092180210821564188025946112.000000000    
2.800000000        0.376983571           0.002024236            0.003846736         -35.787266699           127.907692090          5483020299389818279107240040266203136.000000000    
2.850000000        0.383129416           0.004789665            0.009458441         -36.438481167           126.823064226          5370874309303169103351137626522386432.000000000    
2.900000000        0.389133458           0.010608905            0.012304626         -37.089375534           125.739461608          5265931944792955286222698191012233216.000000000    
2.950000000        0.395294481           0.015494672            0.011675031         -37.739946120           124.656887566          5423158737935964720061294433731084288.000000000    
3.000000000        0.401527797           0.018812090            0.007693492         -38.390189278           123.575345435          5506642119091008678304989901804797952.000000000    
3.050000000        0.407614280           0.020110368            0.001697511         -39.040101395           122.494838547          5396377793322545099792099136998735872.000000000    
3.100000000        0.413558423           0.019308915            0.004785300         -39.689678884           121.415370234          5289241652354366511308786471155007488.000000000    
3.150000000        0.419558379           0.016485595            0.009848773         -40.338918192           120.336943828          5358220676913281467737353566380097536.000000000    
3.200000000        0.425718528           0.011857059            0.012232580         -40.987815788           119.259562664          5521182556898549311946175244075532288.000000000    
3.250000000        0.431740022           0.006149365            0.011148126         -41.636368171           118.183230072          5416435118819086163295058600497512448.000000000    
3.300000000        0.437622126           0.001189571            0.006996458         -42.284571863           117.107949386          5310195613173734616312156955313438720.000000000    
3.350000000        0.443474287           0.006524335            0.001152240         -42.932423405           116.033723939          5302278879618142743954328328276541440.000000000    
3.400000000        0.449544358           0.012221095            0.005755559         -43.579919361           114.960557062          5519614552041435700953219108037459968.000000000    
3.450000000        0.455495575           0.016587632            0.010581333         -44.227056314           113.888452089          5431120034494077753633586382219771904.000000000    
3.500000000        0.461310827           0.019171961            0.012403212         -44.873830865           112.817412351          5326241534020097534575484492123734016.000000000    
3.550000000        0.467036347           0.019762385            0.010786371         -45.520239626           111.747441182          5263032773845864322776222314646208512.000000000    
3.600000000        0.472987669           0.018303341            0.006077573         -46.166279228           110.678541915          5490392465827569909534918850660794368.000000000    
3.650000000        0.478863668           0.014993081            0.000922106         -46.811946311           109.610717881          5440520947467175297905839469357957120.000000000    
3.700000000        0.484607167           0.010253500            0.006502335         -47.457237526           108.543972413          5337088232172222284195339514197049344.000000000    
3.750000000        0.490235028           0.004686272            0.010711028         -48.102149534           107.478308845          5248558960036050022553314391830298624.000000000    
3.800000000        0.496043736           0.002477943            0.012071000         -48.746679002           106.413730508          5436825482849933860076833139417153536.000000000    
3.850000000        0.501839883           0.008217891            0.010108414         -49.390822602           105.350240736          5444704415653683918593163592447557632.000000000    
3.900000000        0.507507059           0.013348567            0.005463282         -50.034577013           104.287842860          5342822848375799174286491659802771456.000000000    
3.950000000        0.513051184           0.017066781            0.001087464         -50.677938912           103.226540214          5245734459939840980205596209143873536.000000000    
4.000000000        0.518700705           0.019114086            0.006685230         -51.320904981           102.166336129          5364807729964507006636742231076110336.000000000    
4.050000000        0.524412088           0.019228897            0.010873814         -51.963471900           101.107233939          5443185525242316312542555511512367104.000000000    
4.100000000        0.529998705           0.017410399            0.012060256         -52.605636344           100.049236977          5343553843361165555468549842270158848.000000000    
4.150000000        0.535463696           0.013900592            0.009998329         -53.247394989           98.992348575          5246142624315535806230899798155722752.000000000    
4.200000000        0.540947545           0.009023227            0.005278814         -53.888744503           97.936572065          5283305358476377136647521854558306304.000000000    
4.250000000        0.546565859           0.003417988            0.001642836         -54.529681549           96.881910780          5432449639470046747439188794146816000.000000000    
4.300000000        0.552068020           0.003804381            0.007128147         -55.170202782           95.828368052          5339401328042483372086522888480358400.000000000    
4.350000000        0.557451726           0.009187631            0.010967867         -55.810304846           94.775947215          5243367014767681746723035767738728448.000000000    
4.400000000        0.562790792           0.013860574            0.011880764         -56.449984377           93.724651601          5218719796051739987820657550815133696.000000000    
4.450000000        0.568302054           0.017310964            0.009603194         -57.089237996           92.674484544          5406540170747561253237046687616204800.000000000    
4.500000000        0.573716193           0.018987590            0.004867690         -57.728062316           91.625449374          5330495959543552524983129722123714560.000000000    
4.550000000        0.579015210           0.018754064            0.001655914         -58.366453934           90.577549424          5236044648204147211979476825182044160.000000000    
4.600000000        0.584228522           0.016679705            0.006862191         -59.004409427           89.530788028          5170013532393096281442072266037788672.000000000    
4.650000000        0.589609783           0.012874735            0.010709461         -59.641925360           88.485168518          5355893137541709530585050108095627264.000000000    
4.700000000        0.594932666           0.007914325            0.011712330         -60.278998281           87.440694227          5316977425718468348812855548290531328.000000000    
4.750000000        0.600143753           0.002887194            0.009646668         -60.915624716           86.397368487          5224158616828437480359107758833795072.000000000    
4.800000000        0.605253434           0.004538613            0.005183772         -61.551801173           85.355194632          5141049750395387282742070545334927360.000000000    
4.850000000        0.610488024           0.009771334            0.001702916         -62.187524141           84.314175993          5285802991528210303496048912577331200.000000000    
4.900000000        0.615716684           0.014281018            0.006858779         -62.822790087           83.274315902          5298937564892380013343207768648056832.000000000    
4.950000000        0.620836916           0.017354289            0.010665254         -63.457595451           82.235617695          5207848655160661443758617398983262208.000000000    
5.000000000        0.625852687           0.018695029            0.011694543         -64.091936655           81.198084701          5120080758698139786770146890684039168.000000000    
5.050000000        0.630930905           0.018214854            0.009705420         -64.725810096           80.161720256          5202603374369487421909977445978603520.000000000    
5.100000000        0.636062001           0.015941889            0.005241158         -65.359212144           79.126527690          5275819727707608585360741873162911744.000000000    
5.150000000        0.641088762           0.012200983            0.001613897         -65.992139146           78.092510336          5187265157936253466064426034553421824.000000000    
5.200000000        0.646013273           0.007486663            0.006379959         -66.624587422           77.059671526          5100161217963029569107059684218503168.000000000    
5.250000000        0.650933900           0.002994971            0.010178026         -67.256553263           76.028014595          5114602091126486552154131465043443712.000000000    
5.300000000        0.655960947           0.005157451            0.011458900         -67.888032937           74.997542874          5244146738591067705247425140680032256.000000000    
5.350000000        0.660891923           0.010086922            0.009819339         -68.519022680           73.968259697          5162565042929601602758827993534038016.000000000    
5.400000000        0.665723707           0.014240760            0.005800462         -69.149518702           72.940168395          5077042879228845716136815408009183232.000000000    
5.450000000        0.670505820           0.017054007            0.001605721         -69.779517184           71.913272302          5043057561990322735397437981786636288.000000000    
5.500000000        0.675417966           0.018295617            0.005809222         -70.409014277           70.887574749          5198956401166786755913356969074753536.000000000    
5.550000000        0.680251142           0.017773514            0.009861152         -71.038006102           69.863079070          5133910767745209975894693521980915712.000000000    
5.600000000        0.684988214           0.015587271            0.011451219         -71.666488753           68.839788597          5050061159619611272090183447668064256.000000000    
5.650000000        0.689647999           0.012011712            0.010194389         -72.294458291           67.817706664          4985669258323027329804612886249603072.000000000    
5.700000000        0.694427876           0.007366376            0.006393794         -72.921910746           66.796836603          5132693756353706790847405474682241024.000000000    
5.750000000        0.699161520           0.003242521            0.001895724         -73.548842124           65.777181746          5101468060370249614979413548566839296.000000000    
5.800000000        0.703802115           0.005270668            0.005084314         -74.175248393           64.758745425          5019314422878097491964003070886543360.000000000    
5.850000000        0.708355749           0.009823282            0.009157032         -74.801125494           63.741530974          4943106985227760824757607686889013248.000000000    
5.900000000        0.712992454           0.013880573            0.011126370         -75.426469337           62.725541725          5051524739628172982863364433037492224.000000000    
5.950000000        0.717625045           0.016703187            0.010359530         -76.051275800           61.710781012          5065335825650587570405492473607487488.000000000    
6.000000000        0.722167670           0.017937198            0.007125242         -76.675540734           60.697252165          4984968332996624112041899239290175488.000000000    
6.050000000        0.726623084           0.017494313            0.002675042         -77.299259956           59.684958520          4906987197844386791939339678841307136.000000000    
6.100000000        0.731107935           0.015427802            0.004021665         -77.922429254           58.673903407          4957312514931923004153430445547061248.000000000    
6.150000000        0.735637396           0.011948145            0.008398555         -78.545044386           57.664090160          5024770518028840209358179116792152064.000000000    
6.200000000        0.740080819           0.007626403            0.010874170         -79.167101081           56.655522112          4947192104269761504859233965498695680.000000000    
6.250000000        0.744439410           0.003767787            0.010733284         -79.788595038           55.648202594          4870333421042593234160330068771995648.000000000    
6.300000000        0.748778695           0.005016696            0.008062165         -80.409521926           54.642134940          4866338827629906686631366330066927616.000000000    
6.350000000        0.753200092           0.009392730            0.003690307         -81.029877387           53.637322481          4976399886749522532398063528074805248.000000000    
6.400000000        0.757543334           0.013344769            0.003118816         -81.649657031           52.633768553          4906157148772557808834163554897625088.000000000    
6.450000000        0.761804533           0.016131097            0.007379754         -82.268856445           51.631476486          4830932719180839221235227087035432960.000000000    
6.500000000        0.766015064           0.017458242            0.010263287         -82.887471183           50.630449614          4790796084347557771378194449604542464.000000000    
6.550000000        0.770320275           0.017214996            0.010796375         -83.505496778           49.630691268          4916284570430181468234248768710508544.000000000    
6.600000000        0.774562599           0.015430593            0.008802734         -84.122928734           48.632204782          4862036291826134860402454331079524352.000000000    
6.650000000        0.778725641           0.012348809            0.004953295         -84.739762526           47.634993487          4788473877613768864770042477301202944.000000000    
6.700000000        0.782820725           0.008411197            0.002257170         -85.355993608           46.639060719          4727385203667789370890563883592843264.000000000    
6.750000000        0.786997139           0.004539817            0.006057866         -85.971617407           45.644409808          4838755059270743984128505058290565120.000000000    
6.800000000        0.791138034           0.004718801            0.009525250         -86.586629328           44.651044089          4815000364849091017240890872659181568.000000000    
6.850000000        0.795202362           0.008558667            0.010840578         -87.201024753           43.658966892          4743106092461912243007366161860919296.000000000    
6.900000000        0.799193849           0.012365233            0.009680703         -87.814799040           42.668181551          4674992876296525247695945127174340608.000000000    
6.950000000        0.803235225           0.015297298            0.006373278         -88.427947527           41.678691398          4750590873515021169643182423673929728.000000000    
7.000000000        0.807274319           0.016919468            0.002569553         -89.040465530           40.690499767          4765126255531541062374948138603511808.000000000    
7.050000000        0.811239590           0.017041944            0.004650218         -89.652348346           39.703609990          4694999325128596302044733387701223424.000000000    
7.100000000        0.815132940           0.015692263            0.008374163         -90.263591255           38.718025399          4626562055703520586329636056302878720.000000000    
7.150000000        0.819035194           0.013016610            0.010434682         -90.874189515           37.733749327          4653960609364936236686764810579214336.000000000    
7.200000000        0.822971509           0.009344584            0.010168250         -91.484138370           36.750785108          4711610489229353855383278798212431872.000000000    
7.250000000        0.826837586           0.005573981            0.007677552         -92.093433046           35.769136074          4644323238802493742465529041110695936.000000000    
7.300000000        0.830634048           0.004371755            0.003899631         -92.702068756           34.788805556          4577235770213952364286176482354528256.000000000    
7.350000000        0.834404449           0.007355904            0.003130255         -93.310040697           33.809796890          4562304868855398637660092703524782080.000000000    
7.400000000        0.838234591           0.011165496            0.006922181         -93.917344056           32.832113405          4651403701292577892625524011852365824.000000000    
7.450000000        0.842001532           0.014272310            0.009760606         -94.523974004           31.855758437          4591246453707957088563915408625631232.000000000    
7.500000000        0.845701309           0.016207016            0.010495544         -95.129925705           30.880735316          4525742242219598942315671044499701760.000000000    
7.550000000        0.849352657           0.016774723            0.008967061         -95.735194311           29.907047378          4482705781773503905688651172082089984.000000000    
7.600000000        0.853069814           0.015926129            0.005611677         -96.339774967           28.934697952          4580052351602080755941271598203404288.000000000    
7.650000000        0.856737859           0.013780261            0.002650861         -96.943662809           27.963690373          4535935981033178089625194653041033216.000000000    
7.700000000        0.860341142           0.010645407            0.005184684         -97.546852969           26.994027973          4472015364164594268815609545451634688.000000000    
7.750000000        0.863886635           0.007100118            0.008497831         -98.149340573           26.025714084          4416256770297979809161365357521272832.000000000    
7.800000000        0.867484641           0.004650101            0.010226791         -98.751120742           25.058752041          4497927934739125798244729609749790720.000000000    
7.850000000        0.871054199           0.006159478            0.009777592         -99.352188598           24.093145174          4478552781587105736404159173444501504.000000000    
7.900000000        0.874561342           0.009597696            0.007330579         -99.952539257           23.128896819          4416210421227759151716587846024298496.000000000    
7.950000000        0.878008469           0.012799780            0.003883522         -100.552167840           22.166010305          4356387231252555102770476498573852672.000000000    
8.000000000        0.881480887           0.015146216            0.003449583         -101.151069467           21.204488967          4404271621227174925195606316451627008.000000000    
8.050000000        0.884952417           0.016298315            0.006874955         -101.749239259           20.244336137          4419122075977832368419699737118113792.000000000    
8.100000000        0.888363936           0.016122148            0.009491428         -102.346672345           19.285555148          4358487401824232907779779190411231232.000000000    
8.150000000        0.891716751           0.014673933            0.010196971         -102.943363854           18.328149333          4299032622053556373110007347707641856.000000000    
8.200000000        0.895064689           0.012127724            0.008819819         -103.539308928           17.372122024          4308357897805497199579861113339117568.000000000    
8.250000000        0.898438003           0.008844268            0.005785522         -104.134502714           16.417476554          4356765202952680578135840133360910336.000000000    
8.300000000        0.901754559           0.005795337            0.002988661         -104.728940364           15.464216256          4299003514124247458230563861096824832.000000000    
8.350000000        0.905014493           0.005200219            0.004840419         -105.322617049           14.512344462          4240944083885415240522093365662056448.000000000    
8.400000000        0.908245457           0.007712198            0.007984059         -105.915527944           13.561864506          4218510794882240011022933318634045440.000000000    
8.450000000        0.911518347           0.010981323            0.009837521         -106.507668244           12.612779719          4288759337934158948578548098573271040.000000000    
8.500000000        0.914740739           0.013714739            0.009721670         -107.099033153           11.665093436          4237912790699459463154916230053232640.000000000    
8.550000000        0.917908611           0.015454980            0.007724354         -107.689617899           10.718808987          4181330354485591542282292065548107776.000000000    
8.600000000        0.921033272           0.016010840            0.004622935         -108.279417717           9.773929709          4139265552675757801969806329553879040.000000000    
8.650000000        0.924201141           0.015334082            0.003270871         -108.868427871           8.830458929          4211734292522126699926280194794455040.000000000    
8.700000000        0.927330298           0.013522015            0.006055383         -109.456643639           7.888399984          4175365711681848644531011617042726912.000000000    
8.750000000        0.930406979           0.010846791            0.008764507         -110.044060323           6.947756204          4120246574431625266020429560868241408.000000000    
8.800000000        0.933435289           0.007818511            0.009900779         -110.630673247           6.008530925          4070188162784629285656341954724626432.000000000    
8.850000000        0.936494649           0.005546707            0.009133970         -111.216477760           5.070727479          4126846622121092657699942759076462592.000000000    
8.900000000        0.939531611           0.006100767            0.006714496         -111.801469240           4.134349195          4111502755678030261024468248872091648.000000000    
8.950000000        0.942518090           0.008786793            0.003795625         -112.385643089           3.199399407          4057835936438401546002779671931912192.000000000    
9.000000000        0.945455624           0.011674894            0.003915994         -112.968994733           2.265881454          4005819631118486716385102153985818624.000000000    
9.050000000        0.948403138           0.013990706            0.006826352         -113.551519637           1.333798662          4034021197550026990454513867755094016.000000000    
9.100000000        0.951348936           0.015355014            0.009109874         -114.133213294           0.403154365          4046309118581248314972030712466636800.000000000    
9.150000000        0.954246309           0.015591150            0.009744085         -114.714071226           -0.526048102          3994239570706240217653885672821358592.000000000    
9.200000000        0.957096175           0.014702519            0.008579854         -115.294088996           -1.453805408          3943009778079975649972622770785222656.000000000    
9.250000000        0.959934360           0.012807685            0.006023201         -115.873262198           -2.380114222          3941105666393564727219553347408232448.000000000    
9.300000000        0.962789423           0.010162198            0.003538326         -116.451586460           -3.304971206          3978935790152783489581383961890783232.000000000    
9.350000000        0.965598882           0.007391792            0.004606565         -117.029057458           -4.228373035          3929594461556292090755275819828903936.000000000    
9.400000000        0.968362625           0.005746210            0.007368395         -117.605670896           -5.150316368          3879685315107496885702336107530682368.000000000    
9.450000000        0.971098373           0.006653209            0.009232133         -118.181422525           -6.070797878          3854330964596516254309965334042378240.000000000    
9.500000000        0.973861552           0.009215226            0.009490954         -118.756308138           -6.989814229          3907111489465313824978324176299360256.000000000    
9.550000000        0.976584378           0.011872089            0.008068610         -119.330323569           -7.907362090          3864033251875376028173339845074092032.000000000    
9.600000000        0.979263255           0.013925479            0.005506808         -119.903464698           -8.823438127          3815465576259261270805983604221411328.000000000    
9.650000000        0.981905168           0.015072864            0.003542855         -120.475727453           -9.738039008          3776483089167405869442458288725688320.000000000    
9.700000000        0.984573694           0.015197790            0.005023467         -121.047107806           -10.651161401          3828374410863085458276781731946168320.000000000    
9.750000000        0.987211250           0.014286226            0.007635473         -121.617601778           -11.562801971          3797684011531729317954303915322245120.000000000    
9.800000000        0.989806569           0.012480250            0.009256257         -122.187205441           -12.472957388          3750437861866776216524909676192595968.000000000    
9.850000000        0.992361988           0.010071745            0.009305136         -122.755914915           -13.381624316          3706189542717858107868119992107008000.000000000    
9.900000000        0.994933148           0.007560499            0.007783000         -123.323726376           -14.288799423          3742558677025771654487076036692410368.000000000    
9.950000000        0.997486859           0.006103850            0.005277061         -123.890636052           -15.194479380          3730660079595813380810710835850641408.000000000    
10.000000000        1.000000000           0.006878661            0.003653264         -124.456640225           -16.098660852          3684724171882432565774863017980198912.000000000    
