Time,Intensity
fs,arb. units

-99.8190554878157,3.64796917370719e-05
-98.6515811546249,6.1985310976895e-05
-97.4841068214341,0.000149217153328726
-96.3166324882432,0.000304704090954757
-95.1491581550524,0.000531937016173418
-93.9816838218616,0.000830805916456323
-92.8142094886708,0.0011971839710297
-91.6467351554799,0.00162270000328877
-90.4792608222891,0.00209473428350254
-89.3117864890983,0.00259666364389252
-88.1443121559075,0.00310837038340692
-86.9768378227166,0.00360701590555938
-85.8093634895258,0.00406806500802167
-84.641889156335,0.00446653092397168
-83.4744148231441,0.00477839541118205
-82.3069404899533,0.00498214328127422
-81.1394661567625,0.00506033767916423
-79.9719918235717,0.00500115206935908
-78.8045174903808,0.00479976810531742
-77.63704315719,0.00445954607850987
-76.4695688239992,0.00399287702708523
-75.3020944908084,0.00342163318104779
-74.1346201576175,0.0027771463338992
-72.9671458244267,0.00209966178646878
-71.7996714912359,0.00143723824366844
-70.632197158045,0.000844090705403107
-69.4647228248542,0.000378402950107414
-68.2972484916634,9.96673907556765e-05
-67.1297741584726,6.56414186274635e-05
-65.9622998252817,0.000329039232427561
-64.7948254920909,0.000934104907444857
-63.6273511589001,0.00191323443524545
-62.4598768257093,0.0032838301051946
-61.2924024925184,0.00504557854079523
-60.1249281593276,0.00717834285595436
-58.9574538261368,0.00964084901806488
-57.7899794929459,0.0123703262688416
-56.6225051597551,0.015283231493433
-55.4550308265643,0.0182771483646902
-54.2875564933735,0.0212339050365714
-53.1200821601826,0.0240239007056649
-51.9526078269918,0.0265115735188336
-50.785133493801,0.0285618824547141
-49.6176591606102,0.0300476165941021
-48.4501848274193,0.0308572894268332
-47.2827104942285,0.0309033263653382
-46.1152361610377,0.0301302131961704
-44.9477618278468,0.0285222443165691
-43.780287494656,0.0261104944240555
-42.6128131614652,0.022978637515021
-41.4453388282744,0.0192672536698046
-40.2778644950835,0.0151762975438854
-39.1103901618927,0.0109654523985726
-37.9429158287019,0.00695215878014378
-36.7754414955111,0.00350718573282551
-35.6079671623202,0.00104770214139406
-34.4404928291294,2.79032508975921e-05
-33.2730184959386,0.000927348898722154
-32.1055441627477,0.00423727144174704
-30.9380698295569,0.0104452084867536
-29.7705954963661,0.0200184040296528
-28.6031211631753,0.033386497338914
-27.4356468299844,0.0509240780980447
-26.2681724967936,0.0729337257068028
-25.1006981636028,0.0996301676894019
-23.933223830412,0.13112618516977
-22.7657494972211,0.167420861595032
-21.5982751640303,0.208390714578117
-20.4308008308395,0.25378417118476
-19.2633264976486,0.303219746519985
-18.0958521644578,0.356188167332312
-16.928377831267,0.412058550643787
-15.7609034980762,0.470088606907962
-14.5934291648853,0.529438693172086
-13.4259548316945,0.589189399736648
-12.2584804985037,0.648362219484996
-11.0910061653129,0.705942727838674
-9.92353183212203,0.760905598208087
-8.7560574989312,0.812240697247964
-7.58858316574038,0.858979449758664
-6.42110883254955,0.900220637270968
-5.25363449935872,0.935154798672393
-4.0861601661679,0.963086435944374
-2.91868583297707,0.983453292233487
-1.75121149978624,0.99584206093759
-0.583737166595414,1
0.583737166595414,0.99584206093759
1.75121149978624,0.983453292233487
2.91868583297707,0.963086435944374
4.0861601661679,0.935154798672393
5.25363449935872,0.900220637270968
6.42110883254955,0.858979449758664
7.58858316574038,0.812240697247964
8.7560574989312,0.760905598208086
9.92353183212203,0.705942727838675
11.0910061653129,0.648362219484997
12.2584804985037,0.589189399736648
13.4259548316945,0.529438693172086
14.5934291648853,0.470088606907962
15.7609034980762,0.412058550643786
16.928377831267,0.356188167332312
18.0958521644578,0.303219746519985
19.2633264976486,0.25378417118476
20.4308008308395,0.208390714578117
21.5982751640303,0.167420861595032
22.7657494972211,0.13112618516977
23.933223830412,0.0996301676894018
25.1006981636028,0.0729337257068028
26.2681724967936,0.0509240780980447
27.4356468299844,0.033386497338914
28.6031211631753,0.0200184040296527
29.7705954963661,0.0104452084867535
30.9380698295569,0.00423727144174705
32.1055441627477,0.00092734889872215
33.2730184959386,2.79032508975923e-05
34.4404928291294,0.00104770214139407
35.6079671623202,0.00350718573282551
36.7754414955111,0.00695215878014382
37.9429158287019,0.0109654523985726
39.1103901618927,0.0151762975438855
40.2778644950835,0.0192672536698046
41.4453388282744,0.022978637515021
42.6128131614652,0.0261104944240555
43.780287494656,0.0285222443165692
44.9477618278468,0.0301302131961704
46.1152361610377,0.0309033263653382
47.2827104942285,0.0308572894268333
48.4501848274193,0.0300476165941021
49.6176591606102,0.0285618824547141
50.785133493801,0.0265115735188336
51.9526078269918,0.0240239007056649
53.1200821601826,0.0212339050365713
54.2875564933735,0.0182771483646902
55.4550308265643,0.015283231493433
56.6225051597551,0.0123703262688416
57.7899794929459,0.00964084901806488
58.9574538261368,0.00717834285595435
60.1249281593276,0.00504557854079525
61.2924024925184,0.00328383010519459
62.4598768257093,0.00191323443524546
63.6273511589001,0.00093410490744486
64.7948254920909,0.00032903923242756
65.9622998252817,6.56414186274622e-05
67.1297741584726,9.96673907556767e-05
68.2972484916634,0.000378402950107414
69.4647228248542,0.00084409070540311
70.632197158045,0.00143723824366844
71.7996714912359,0.00209966178646878
72.9671458244267,0.0027771463338992
74.1346201576175,0.00342163318104779
75.3020944908084,0.00399287702708523
76.4695688239992,0.00445954607850986
77.63704315719,0.00479976810531742
78.8045174903808,0.00500115206935907
79.9719918235717,0.00506033767916424
81.1394661567625,0.00498214328127423
82.3069404899533,0.00477839541118206
83.4744148231441,0.00446653092397168
84.641889156335,0.00406806500802166
85.8093634895258,0.00360701590555939
86.9768378227166,0.00310837038340692
88.1443121559075,0.00259666364389252
89.3117864890983,0.00209473428350254
90.4792608222891,0.00162270000328877
91.6467351554799,0.0011971839710297
92.8142094886708,0.000830805916456322
93.9816838218616,0.000531937016173421
95.1491581550524,0.000304704090954755
96.3166324882432,0.000149217153328726
97.4841068214341,6.19853109768946e-05
98.6515811546249,3.64796917370719e-05
99.8190554878157,6.37984878394413e-05
