353.544	1547.080
353.757	1506.743
353.970	1509.333
354.182	1513.750
354.395	1513.308
354.608	1540.153
354.820	1534.671
355.033	1552.400
355.245	1542.562
355.458	1480.722
355.671	1580.871
355.883	1451.769
356.096	1543.104
356.308	1480.802
356.521	1503.992
356.733	1513.991
356.946	1593.781
357.158	1512.405
357.371	1556.998
357.584	1654.197
357.796	1574.727
358.009	1576.494
358.221	1548.124
358.433	1569.346
358.646	1559.990
358.858	1560.934
359.071	1600.046
359.283	1521.159
359.496	1566.616
359.708	1544.751
359.921	1587.618
360.133	1520.496
360.345	1504.113
360.558	1537.462
360.770	1504.213
360.983	1594.645
361.195	1536.258
361.407	1567.539
361.620	1518.468
361.832	1521.902
362.044	1638.335
362.257	1528.548
362.469	1554.810
362.681	1496.061
362.894	1539.691
363.106	1550.493
363.318	1483.673
363.531	1532.844
363.743	1492.789
363.955	1528.648
364.167	1596.713
364.380	1520.597
364.592	1572.057
364.804	1558.203
365.016	1595.850
365.229	1564.829
365.441	1544.108
365.653	1593.601
365.865	1548.786
366.077	1497.145
366.290	1541.016
366.502	1542.743
366.714	1585.108
366.926	1510.658
367.138	1531.861
367.350	1581.353
367.562	1595.769
367.775	1544.610
367.987	1539.892
368.199	1529.933
368.411	1568.644
368.623	1488.050
368.835	1585.268
369.047	1528.046
369.259	1500.258
369.471	1546.959
369.683	1550.393
369.895	1614.843
370.107	1566.134
370.319	1516.862
370.531	1510.718
370.743	1562.179
370.955	1537.482
371.167	1589.987
371.379	1559.809
371.591	1616.189
371.803	1533.105
372.015	1564.287
372.227	1617.514
372.439	1504.534
372.651	1528.267
372.863	1558.303
373.075	1545.835
373.287	1565.391
373.499	1499.575
373.710	1593.259
373.922	1555.051
374.134	1512.786
374.346	1530.877
374.558	1670.018
374.770	1540.936
374.982	1556.697
375.193	1540.815
375.405	1546.076
375.617	1534.812
375.829	1515.135
376.041	1504.092
376.252	1515.698
376.464	1519.432
376.676	1567.379
376.888	1571.876
377.099	1485.821
377.311	1643.113
377.523	1549.851
377.735	1509.755
377.946	1518.629
378.158	1566.736
378.370	1579.265
378.581	1580.952
378.793	1515.898
379.005	1486.705
379.217	1601.070
379.428	1520.516
379.640	1575.470
379.851	1569.868
380.063	1588.862
380.275	1537.884
380.486	1549.268
380.698	1568.282
380.910	1496.362
381.121	1559.689
381.333	1517.083
381.544	1515.979
381.756	1570.692
381.967	1553.003
382.179	1551.658
382.390	1542.100
382.602	1475.260
382.814	1470.502
383.025	1508.028
383.237	1560.934
383.448	1488.452
383.660	1553.143
383.871	1510.277
384.082	1537.623
384.294	1523.548
384.505	1592.075
384.717	1591.573
384.928	1586.594
385.140	1529.030
385.351	1521.279
385.563	1658.473
385.774	1539.350
385.985	1548.646
386.197	1566.716
386.408	1581.253
386.619	1585.068
386.831	1522.705
387.042	1531.017
387.253	1574.165
387.465	1539.310
387.676	1543.687
387.887	1558.705
388.099	1569.587
388.310	1604.865
388.521	1552.441
388.733	1506.883
388.944	1541.438
389.155	1509.453
389.366	1588.782
389.578	1617.353
389.789	1548.746
390.000	1552.360
390.211	1551.376
390.423	1533.888
390.634	1594.986
390.845	1605.186
391.056	1470.562
391.267	1530.636
391.479	1592.858
391.690	1594.464
391.901	1522.886
392.112	1537.221
392.323	1545.172
392.534	1562.801
392.745	1566.415
392.956	1574.446
393.168	1628.336
393.379	1543.446
393.590	1508.610
393.801	1494.074
394.012	1503.169
394.223	1628.456
394.434	1597.114
394.645	1567.941
394.856	1544.490
395.067	1572.117
395.278	1510.698
395.489	1571.675
395.700	1545.714
395.911	1522.424
396.122	1564.608
396.333	1618.678
396.544	1522.625
396.755	1560.894
396.966	1530.114
397.177	1569.206
397.388	1491.162
397.599	1564.026
397.810	1516.983
398.020	1592.095
398.231	1500.097
398.442	1524.753
398.653	1544.189
398.864	1512.465
399.075	1578.020
399.286	1534.310
399.496	1544.409
399.707	1571.776
399.918	1472.610
400.129	1560.392
400.340	1591.111
400.551	1560.331
400.761	1582.417
400.972	1553.967
401.183	1553.987
401.394	1598.500
401.604	1595.609
401.815	1553.967
402.026	1579.586
402.237	1599.986
402.447	1519.492
402.658	1586.995
402.869	1494.937
403.079	1571.876
403.290	1575.490
403.501	1601.933
403.711	1528.869
403.922	1574.426
404.133	1506.422
404.343	1634.821
404.554	1595.187
404.765	1558.324
404.975	1553.706
405.186	1530.756
405.396	1488.853
405.607	1572.077
405.817	1548.666
406.028	1602.776
406.239	1556.135
406.449	1557.380
406.660	1560.934
406.870	1537.021
407.081	1537.824
407.291	1567.098
407.502	1539.912
407.712	1500.519
407.923	1500.217
408.133	1567.800
408.344	1570.892
408.554	1516.139
408.765	1562.038
408.975	1515.678
409.185	1529.451
409.396	1511.501
409.606	1530.134
409.817	1523.649
410.027	1571.093
410.237	1565.371
410.448	1508.751
410.658	1573.282
410.869	1576.635
411.079	1565.793
411.289	1597.556
411.500	1630.063
411.710	1514.111
411.920	1541.819
412.131	1569.226
412.341	1474.738
412.551	1613.639
412.761	1606.792
412.972	1494.053
413.182	1556.436
413.392	1564.969
413.602	1595.870
413.813	1512.043
414.023	1555.854
414.233	1564.949
414.443	1517.966
414.653	1560.271
414.864	1544.831
415.074	1526.821
415.284	1540.454
415.494	1536.559
415.704	1528.246
415.914	1591.513
416.125	1541.398
416.335	1571.675
416.545	1528.447
416.755	1577.337
416.965	1548.887
417.175	1548.044
417.385	1651.647
417.595	1538.446
417.805	1657.851
418.015	1535.876
418.225	1467.510
418.435	1468.153
418.646	1485.440
418.856	1549.630
419.066	1622.654
419.276	1525.596
419.486	1547.923
419.696	1570.330
419.905	1519.251
420.115	1488.552
420.325	1579.124
420.535	1549.168
420.745	1500.097
420.955	1526.178
421.165	1566.335
421.375	1639.339
421.585	1503.992
