Time,Intensity
ps,arb. units

0.000583737166595414,0.99584206093759
0.0122584804985037,0.589189399736648
0.023933223830412,0.0996301676894018
0.0356079671623202,0.00350718573282551
0.0472827104942285,0.0308572894268333
0.0589574538261368,0.00717834285595435
0.0706321971580451,0.00143723824366844
0.0823069404899533,0.00477839541118206
0.0939816838218616,0.000531937016173421
0.10565642715377,0.000605608513887141
0.117331170485678,0.000681067988548238
0.129005913817586,1.93504110680081e-05
0.140680657149495,0.000183997487233391
0.152355400481403,6.11455592406957e-05
0.164030143813311,1.76757505763745e-05
0.17570488714522,3.36657228845693e-05
0.187379630477128,2.82622300501011e-06
0.199054373809036,8.3750693485462e-06
0.210729117140944,3.00510883397895e-06
0.222403860472853,1.2305009331584e-06
0.234078603804761,1.48686007237809e-06
0.245753347136669,2.21096504430339e-07
0.257428090468577,4.44782440913708e-07
0.269102833800486,1.136640740186e-07
0.280777577132394,9.81315353783018e-08
0.292452320464302,5.63686783177184e-08
0.304127063796211,2.00612112524611e-08
0.315801807128119,2.06585917726611e-08
0.327476550460027,5.38503629771499e-09
0.339151293791935,6.08686081357015e-09
0.350826037123844,1.97230198175244e-09
0.362500780455752,1.58374199038739e-09
0.37417552378766,7.48019898422768e-10
0.385850267119568,4.0052525430592e-10
0.397525010451477,2.58548945642741e-10
0.409199753783385,1.07311570318812e-10
0.420874497115293,8.10852336165738e-11
0.432549240447201,3.14618274415899e-11
0.44422398377911,2.37178943951744e-11
0.455898727111018,9.78942499877887e-12
0.467573470442926,6.67146889201096e-12
0.479248213774835,3.08518708983802e-12
0.490922957106743,1.85423607346175e-12
0.502597700438651,9.54754303542251e-13
0.514272443770559,5.20153381339747e-13
0.525947187102468,2.86886323850663e-13
0.537621930434376,1.481095449479e-13
0.549296673766284,8.40773785699931e-14
0.560971417098193,4.22872391054549e-14
0.572646160430101,2.42430367502604e-14
0.584320903762009,1.18101864795867e-14
0.595995647093917,6.99706449430846e-15
0.607670390425826,3.17608914649338e-15
0.619345133757734,2.00678223703207e-15
0.631019877089642,8.90298955378776e-16
0.64269462042155,5.57340945259393e-16
0.654369363753459,2.78544096468916e-16
0.666044107085367,1.72042499705941e-16
0.677718850417275,9.78968135307785e-17
0.689393593749183,6.61346339746384e-17
0.701068337081092,5.1438008026108e-17
0.712743080413,2.35068356243228e-17
0.724417823744908,3.86715775123773e-17
0.736092567076817,8.07239354941172e-18
0.747767310408725,2.0133505701512e-17
0.759442053740633,1.35415169060874e-17
0.771116797072541,1.51014305178382e-18
0.78279154040445,1.35025954100381e-17
0.794466283736358,3.32363784864604e-18
0.806141027068266,2.96063831968392e-18
0.817815770400175,5.33269673494838e-18
0.829490513732083,1.21494244723817e-18
0.841165257063991,4.03775558084922e-18
0.852840000395899,9.58593174219171e-19
0.864514743727808,1.48956275998021e-18
0.876189487059716,4.94260589448132e-18
